Aliment,EnergieUE (kcal/100g),Protéines (g/100g),Eau (g/100g),Glucides (g/100g),Lipides (g/100g)
Saucisson de Paris,346.7,12.5,50.6,0.6,32.7
"Saucisson de Paris, fumé",287.6,13.7,57.3,0.6,25.6
Saucisson sec,416.94,24.2,30.0,2.41,34.5
Saucisson sec aux noix et/ou noisettes,475.22,27.7,0.0,1.78,39.7
Saucisson sec pur porc,415.46,27.6,29.3,1.79,33.1
"Saucisson sec pur porc, qualité supérieure",365.8,27.7,36.9,1.65,27.6
"Sauge, fraîche",19.48,3.9,85.6,0.97,0.0
"Sauge, séchée",239.2,10.6,7.96,20.4,12.8
Saumon à l'oseille,149.97,9.28,71.2,11.0,7.65
Saumon farci,222.6,18.8,0.0,0.4,16.2
Saumon fumé,177.05,22.0,63.1,0.91,9.49
"Saumon, appertisé, égoutté",179.8,20.5,68.5,1.5,10.2
"Saumon, bouilli/cuit à l'eau, élevage",192.7,25.0,63.4,0.0,10.3
"Saumon, cru, élevage",193.6,20.5,66.5,0.0,12.4
"Saumon, cru, sauvage",166.53,21.0,68.4,0.0,9.17
"Saumon, cuit à la vapeur",197.9,23.6,63.5,0.0,11.5
"Saumon, cuit au micro-ondes, élevage",199.4,24.2,63.0,0.0,11.4
"Saumon, cuit, sans précision (aliment moyen)",204.5,23.0,62.6,0.0,12.5
"Saumon, élevage, rôti/cuit au four",209.9,22.1,62.2,0.0,13.5
"Saumon, grillé/poêlé",223.5,25.5,60.1,0.0,13.5
"Saupe, crue",94.5,18.0,78.0,0.0,2.5
"Scarole, crue",8.32,1.33,93.4,0.3,0.2
"Sébaste du nord, ou dorade sébaste, ou daurade sébaste, crue",89.6,18.8,78.4,0.0,1.6
"Seiche, crue",74.69,15.8,80.6,0.51,1.05
"Seigle entier, cru",299.13,9.35,10.7,61.0,1.97
Sel au céleri,46.57,1.81,0.0,4.14,2.53
"Sel blanc alimentaire, iodé, fluoré à 25 mg /100g (marin, ignigène ou gemme)",0.0,0.0,0.027,0.0,0.0
"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",0.0,0.0,0.027,0.0,0.0
"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",0.0,0.0,0.027,0.0,0.0
"Sel marin gris, non iodé, non fluoré",0.0,0.0,5.09,0.0,0.0
Selles-sur-Cher (fromage de chèvre),291.9,19.2,53.1,0.0,23.9
"Semoule au lait, rayon frais",118.11,3.46,73.4,18.8,3.23
"Semoule de blé dur, crue",341.25,10.9,12.1,71.6,1.25
"Sésame, graine",556.94,17.6,3.48,9.81,49.7
"Sésame, graine décortiquée",607.3,21.1,3.58,4.5,56.1
"Sésame, grillé, graine décortiquée",536.56,17.0,5.0,9.14,48.0
"Sirop à diluer, sucré",244.92,0.13,38.2,61.1,0.0
Sirop d'agave,316.9,0.0,21.8,78.1,0.5
Sirop d'érable,269.1,0.04,32.3,67.1,0.06
Sirop léger pour fruits appertisés au sirop,61.36,0.34,84.3,15.0,0.0
Sirop pour fruits appertisés au sirop,73.6,0.0,80.6,18.4,0.0
Smoothie,54.34,0.6,84.2,12.4,0.26
Snack pour enfants à base de fromage fondu et de gressins,309.7,10.8,42.6,24.1,18.9
"Soja, graine entière",394.0,34.5,7.77,20.8,19.2
"Sole tropicale ou Sole langue, crue",68.02,15.7,82.3,0.0,0.58
"Sole, bouillie/cuite à l'eau",69.0,15.0,84.0,0.0,1.0
"Sole, crue",77.4,18.0,80.1,0.0,0.6
"Sole, cuite à la vapeur",94.52,20.3,77.0,0.0,1.48
"Sole, frite",72.2,15.8,83.0,0.0,1.0
"Sole, poêlée",94.4,23.6,75.6,0.0,0.0
"Sole, rôtie/cuite au four",77.61,15.6,82.4,0.0,1.69
Son (aliment moyen),300.63,15.7,7.81,45.8,6.07
Son d'avoine,325.52,15.8,7.53,51.0,6.48
Son de blé,195.15,15.4,9.05,23.6,4.35
Son de maïs,68.32,8.36,4.71,6.65,0.92
Son de riz,356.1,13.9,6.12,28.1,20.9
"Sorbet, bâtonnet",106.8,0.28,75.8,25.7,0.32
"Sorbet, en bac",127.3,0.47,66.1,29.6,0.78
"Sorgho entier, cru",332.74,10.0,12.4,65.4,3.46
Soufflé au fromage,183.2,10.9,67.3,4.75,13.4
Soupe (aliment moyen),35.25,1.22,90.8,4.51,1.37
"Soupe à la carotte, préemballée à réchauffer",30.69,0.61,91.2,3.89,1.41
"Soupe à la tomate et aux vermicelles, déshydratée reconstituée",21.1,0.66,92.2,4.21,0.18
"Soupe à la tomate et aux vermicelles, préemballée à réchauffer",35.08,1.1,0.0,5.87,0.8
"Soupe à la tomate, déshydratée reconstituée",34.77,0.72,90.4,5.79,0.97
"Soupe à la tomate, préemballée à réchauffer",37.19,0.8,90.3,6.27,0.99
"Soupe à la volaille et aux légumes, déshydratée reconstituée",26.24,0.99,0.0,4.58,0.44
"Soupe à la volaille et aux légumes, préemballée à réchauffer",29.96,3.09,0.0,2.6,0.8
"Soupe à la volaille et aux vermicelles, déshydratée reconstituée",20.53,0.7,94.2,3.87,0.25
"Soupe à la volaille et aux vermicelles, préemballée à réchauffer",29.64,1.3,93.5,3.86,1.0
"Soupe à l'oignon, déshydratée reconstituée",23.4,0.58,94.1,4.37,0.4
"Soupe à l'oignon, préemballée à réchauffer",37.72,1.35,92.7,4.93,1.4
"Soupe asiatique, avec pâtes, déshydratée reconstituée",28.84,0.97,93.3,5.25,0.44
"Soupe asiatique, avec pâtes, préemballée à réchauffer",20.9,0.7,0.0,3.4,0.5
"Soupe au cresson, déshydratée reconstituée",24.68,0.42,0.0,3.95,0.8
"Soupe au cresson, préemballée à réchauffer",32.8,1.0,0.0,5.4,0.8
"Soupe au pistou, déshydratée reconstituée",28.75,1.2,88.2,5.2,0.35
"Soupe au pistou, préemballée à réchauffer",28.9,2.0,0.0,4.1,0.5
"Soupe au potiron, déshydratée reconstituée",36.76,0.79,0.0,5.61,1.24
"Soupe au potiron, préemballée à réchauffer",33.44,0.72,91.8,4.13,1.56
"Soupe aux asperges, déshydratée reconstituée",34.75,0.6,90.8,5.14,1.31
"Soupe aux asperges, préemballée à réchauffer",130.8,4.6,0.0,4.7,10.4
"Soupe aux céréales et aux légumes, déshydratée reconstituée",45.4,1.4,90.0,6.8,1.4
"Soupe aux champignons, déshydratée reconstituée",36.23,0.66,91.3,4.37,1.79
"Soupe aux champignons, préemballée à réchauffer",47.23,0.81,92.0,4.09,3.07
"Soupe aux légumes avec fromage, préemballée à réchauffer",48.31,1.34,0.0,5.09,2.51
"Soupe aux légumes variés, déshydratée reconstituée",31.62,0.73,90.9,4.43,1.22
"Soupe aux légumes variés, préemballée à réchauffer",37.6,0.84,90.2,5.05,1.56
"Soupe aux légumes verts, déshydratée reconstituée",33.71,0.71,91.8,5.31,1.07
"Soupe aux légumes verts, préemballée à réchauffer",31.24,1.0,90.9,3.84,1.32
"Soupe aux lentilles, préemballée à réchauffer",47.6,2.78,85.8,6.6,1.12
"Soupe aux poireaux et pommes de terre, déshydratée reconstituée",25.57,0.63,92.8,4.84,0.41
"Soupe aux poireaux et pommes de terre, préemballée à réchauffer",34.95,0.88,90.8,4.46,1.51
"Soupe aux pois cassés, préemballée à réchauffer",53.54,2.68,0.0,6.25,1.98
"Soupe chorba frik, à base de viande et de frik",59.1,3.75,85.1,5.4,2.5
"Soupe de poissons et / ou crustacés, déshydratée reconstituée",28.5,0.91,90.6,5.09,0.5
"Soupe de poissons et / ou crustacés, préemballée à réchauffer",41.67,3.51,89.4,2.88,1.79
Soupe froide type Gaspacho ou Gazpacho,30.7,0.65,91.1,3.38,1.62
"Soupe marocaine, déshydratée reconstituée",32.83,1.2,90.0,5.77,0.55
"Soupe minestrone, déshydratée reconstituée",29.74,1.14,91.3,5.53,0.34
"Soupe minestrone, préemballée à réchauffer",45.2,1.2,89.4,5.6,2.0
Soupe miso,14.24,1.38,94.6,2.18,0.0
Soupe pour bébé légumes et pomme de terre,35.71,1.0,90.4,5.88,0.91
"Soupe pour bébé légumes, céréales et lait",51.0,1.5,86.6,7.2,1.8
"Spécialité à base de crème légère 8% MG, fluide ou épaisse",109.93,2.82,83.0,4.3,9.05
"Spécialité chinoise ou bouchées à la vapeur, cuite",140.2,5.9,64.6,26.0,1.4
Spécialité fromagère fondante au fromage blanc et aux noix,325.2,6.0,50.8,4.2,31.6
Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes),312.16,7.55,59.8,3.44,29.8
"Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère",229.4,7.65,67.5,2.0,21.2
"Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère",245.74,5.56,42.3,3.0,23.5
"Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée",96.45,7.46,76.3,11.5,2.29
Spéculoos,477.06,5.94,2.4,69.0,19.7
"Spiruline (Spirulina sp.), séchée ou déshydratée",380.68,57.5,4.68,20.3,7.72
"Sprat, cru",174.7,16.9,66.7,0.0,11.9
"Substitut de repas hypocalorique, crème dessert",94.43,6.32,79.6,11.1,2.75
"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé",79.33,5.84,80.6,10.1,1.73
"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake",84.68,5.84,80.0,10.2,2.28
"Substitut de repas hypocalorique, prêt à boire",90.81,6.79,79.7,10.4,2.45
Sucre allégé à l'aspartame,398.04,0.81,0.5,98.7,0.0
Sucre blanc,398.8,0.0,0.28,99.7,0.0
Sucre roux,388.88,0.12,1.52,97.1,0.0
Sucre vanillé,397.77,0.1,0.56,98.6,0.33
"Sureau, baie, crue",52.66,0.64,79.8,11.4,0.5
"Surimi, bâtonnets, tranche ou râpé saveur crabe",124.72,8.31,72.5,11.8,4.92
"Surimi, fourré au fromage",146.06,6.35,72.3,9.24,9.3
Sushi ou Maki aux produits de la mer,189.8,7.75,60.4,22.6,7.6
"Taboulé ou Salade de couscous au poulet, préemballé",175.53,6.52,62.6,20.6,7.45
"Taboulé ou Salade de couscous, préemballé",156.81,4.29,66.4,22.2,5.65
"Tacaud, cru",81.77,19.7,78.9,0.0,0.33
Tahin ou Purée de sésame,606.6,17.7,3.03,13.8,53.4
Tajine de mouton,130.67,12.8,73.0,4.5,6.83
Tajine de poulet,121.06,7.54,72.7,14.4,3.7
"Tamarin, fruit immature, pulpe, cru",245.6,2.65,31.4,57.4,0.6
Tapenade,222.6,1.3,62.3,2.6,23.0
"Tapioca ou Perles du Japon, cru",352.14,0.19,11.0,87.8,0.02
"Tarama, préemballé",532.96,6.75,30.0,3.19,54.8
"Taro, tubercule, cru",99.0,1.5,70.6,22.8,0.2
"Taro, tubercule, cuit",121.07,0.52,63.8,29.5,0.11
Tarte à la provençale,232.38,5.32,54.3,20.6,14.3
Tarte à la tomate,213.08,5.17,58.4,19.3,12.8
Tarte à l'oignon,276.8,7.0,0.0,23.5,17.2
"Tarte au chocolat, fabrication artisanale",463.66,5.94,18.6,40.9,30.7
Tarte au citron,378.9,5.0,29.1,42.7,20.9
Tarte au fromage,286.0,10.3,50.5,20.7,18.0
Tarte au maroilles ou Flamiche au maroilles,309.5,14.1,0.0,22.1,18.3
Tarte au saumon,212.62,8.53,55.3,21.0,10.5
Tarte aux abricots,273.02,3.18,41.5,41.0,10.7
Tarte aux fraises,314.96,3.19,46.9,31.0,19.8
Tarte aux fruits et crème pâtissière,201.06,2.94,56.8,30.0,7.7
Tarte aux fruits rouges,229.83,3.5,49.1,38.5,6.87
Tarte aux légumes,212.5,5.0,57.4,21.8,11.7
Tarte aux noix de Saint-Jacques,260.3,8.25,0.0,24.2,14.5
Tarte aux poires amandine,304.54,4.91,39.2,37.7,14.9
Tarte épinard chèvre,239.92,7.18,51.7,22.2,13.6
"Tarte normande aux pommes (garniture farine, œufs, crème, sucre, calvados)",307.56,4.44,38.6,38.7,15.0
Tarte ou quiche salée (aliment moyen),254.82,7.98,53.5,22.2,14.9
Tarte ou tartelette aux fruits,297.88,3.72,0.0,46.9,10.6
Tarte ou tartelette aux pommes,219.99,2.52,50.4,32.7,8.79
Tarte ou Tourte aux poireaux,238.14,5.76,54.5,21.6,14.3
Tarte Tatin aux pommes,239.38,1.82,50.0,37.1,9.3
Tartiflette,120.49,4.22,72.7,10.4,6.89
"Tartine craquante, extrudée et grillée",366.81,9.97,6.4,73.7,3.57
"Tartine craquante, extrudée et grillée, fourrée au chocolat",432.6,7.85,5.5,64.3,16.0
"Tartine craquante, extrudée et grillée, fourrée aux fruits",376.4,4.91,8.9,74.7,6.44
Tempeh,196.8,18.5,59.7,6.4,10.8
Terrine de canard,300.64,13.4,55.1,0.11,27.4
"Terrine de fruits de mer, avec ou sans poisson",185.6,8.4,68.4,6.5,14.0
Terrine de lapin,279.48,16.5,53.8,5.67,21.2
Terrine de poisson,168.6,11.0,66.5,5.5,11.4
Terrine ou mousse de légumes,154.24,4.05,69.0,13.0,9.56
"Tétragone cornue, cuite",10.73,1.3,94.8,1.0,0.17
"Thé infusé, non sucré",0.46,0.1,99.8,0.0,0.007
"Thé noir, infusé, non sucré",1.26,0.0,99.7,0.3,0.007
"Thé oolong, infusé, non sucré",0.0,0.0,0.0,0.0,0.0
"Thé vert, infusé, non sucré",0.0,0.0,99.9,0.0,0.0
"Thon à l'huile, appertisé, égoutté",206.72,25.9,61.2,1.03,11.0
"Thon albacore ou thon jaune, au naturel, appertisé, égoutté",127.82,26.6,68.5,0.9,1.98
"Thon albacore ou thon jaune, cru",106.06,24.4,71.6,0.0,0.94
"Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté",191.79,31.3,59.3,1.01,6.95
"Thon germon ou thon blanc, cru",121.13,27.2,69.5,0.0,1.37
"Thon germon ou thon blanc, cuit à la vapeur sous pression",165.54,30.0,64.0,0.0,5.06
"Thon listao ou Bonite à ventre rayé, cru",97.09,22.0,0.0,0.0,1.01
"Thon rouge, cru",154.49,23.3,68.1,0.0,6.81
"Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé",140.8,10.8,0.0,5.05,8.6
"Thon, au naturel, appertisé, égoutté",110.8,26.8,72.7,0.0,0.4
"Thon, cru",152.82,26.1,66.6,0.0,5.38
"Thon, rôti/cuit au four",136.07,29.9,66.9,0.0,1.83
"Thym, frais",79.36,5.56,65.1,10.5,1.68
"Thym, séché",210.91,9.11,7.79,26.9,7.43
Tielle sétoise,300.2,8.15,39.4,30.9,16.0
"Tilapia, cru",91.57,18.1,78.5,0.0,2.13
"Tiramisu, rayon frais",265.06,4.14,43.7,36.7,11.3
"Tisane infusée, non sucrée",0.87,0.0,99.7,0.2,0.008
"Toasts ou Canapés salés, garnitures diverses",227.26,9.09,55.1,17.8,13.3
"Tofu, nature",94.64,9.91,81.4,1.78,5.32
Tomate à la provençale,84.96,1.65,77.8,11.4,3.64
"Tomate cerise, crue",18.8,0.8,92.0,3.0,0.4
Tomate farcie,118.39,5.84,78.5,2.0,9.67
"Tomate verte, crue",22.6,1.2,93.0,4.0,0.2
"Tomate, concentré, appertisé",90.77,4.4,72.0,17.1,0.53
"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)",44.12,2.05,88.2,8.53,0.2
"Tomate, crue",14.82,0.86,94.1,2.26,0.26
"Tomate, double concentré, appertisé",85.53,3.73,74.3,17.0,0.29
"Tomate, pelée, appertisée, égouttée",14.36,1.07,94.4,1.89,0.28
"Tomate, pulpe et peau, bouillie/cuite à l'eau",16.61,0.88,94.3,2.8,0.21
"Tomate, pulpe et peau, rôtie/cuite au four",20.4,0.88,92.0,2.87,0.6
"Tomate, pulpe, appertisée",16.32,1.4,93.0,2.68,0.0
"Tomate, purée, appertisée",39.36,1.4,85.6,7.54,0.4
"Tomate, séchée",256.91,14.2,14.6,43.3,2.99
"Tomate, séchée, à l'huile",175.98,4.27,60.4,13.4,11.7
Tome des Bauges,383.6,26.6,39.5,0.0,30.8
Tomme ou tome de montagne ou de Savoie,355.5,23.4,41.6,0.0,29.1
Tomme ou tome de vache,358.4,23.9,41.8,0.0,29.2
"Tomme ou tome, allégée en matière grasse, environ 13% MG",232.9,31.0,51.0,0.0,12.1
"Tonic ou bitter, non sucré, avec édulcorants",1.8,0.05,0.0,0.4,0.0
"Tonic ou bitter, sucré",33.99,0.068,88.9,8.28,0.066
"Tonic ou bitter, sucré, avec édulcorants",25.8,0.0,0.0,6.45,0.0
"Topinambour, cru",56.55,1.94,80.1,11.5,0.31
"Topinambour, cuit",77.5,1.8,80.2,16.0,0.7
Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons),133.05,4.67,73.1,11.2,7.73
"Tortilla souple (à garnir), à base de blé",315.56,8.34,26.0,52.1,8.2
"Tortilla souple (à garnir), à base de maïs",303.3,8.2,32.1,51.2,7.3
"Tournesol, graine",625.1,21.3,3.38,10.1,55.5
"Tournesol, graine, grillé, salé",585.8,19.3,1.2,15.1,49.8
Tourte au riesling,249.0,10.2,0.0,23.7,12.6
Tripes à la mode de Caen,116.76,20.4,74.0,0.51,3.68
"Tripes à la mode de Caen, préemballées",108.98,18.4,77.9,0.7,3.62
Tripes à la tomate ou à la provençale,96.4,16.3,76.6,0.6,3.2
"Tripes, boeuf, crues",81.61,12.1,84.2,0.0,3.69
"Truite arc en ciel, crue, élevage",133.36,19.3,74.0,0.0,6.24
"Truite arc en ciel, élevage, cuite à la vapeur",117.26,20.0,75.0,0.0,4.14
"Truite arc en ciel, élevage, rôtie/cuite au four",142.97,21.5,71.0,0.0,6.33
"Truite de mer, crue",112.67,20.0,74.5,0.0,3.63
"Truite d'élevage, crue",133.18,19.3,73.9,0.0,6.22
"Truite d'élevage, fumée",179.79,23.4,61.7,0.69,9.27
"Truite saumonée, crue",143.4,19.2,74.2,0.0,7.4
"Truite, cuite à la vapeur",99.4,19.0,75.0,0.0,2.6
"Truite, rôtie/cuite au four",182.63,26.6,63.4,0.0,8.47
"Turbot d'élevage, cru",108.66,18.3,76.5,0.0,3.94
"Turbot sauvage, cru",89.26,16.6,78.1,0.0,2.54
"Turbot, cru",79.95,16.5,79.2,0.0,1.55
"Turbot, rôti/cuit au four",115.16,20.6,72.7,0.0,3.64
Valençay (fromage de chèvre),306.7,19.3,51.8,0.0,25.5
"Vanille, extrait alcoolique",9.84,0.05,64.5,2.41,0.0
"Vanille, extrait aqueux",57.72,0.03,85.6,14.4,0.0
"Veau, carré, cru",144.85,19.5,74.1,0.4,7.25
"Veau, carré, sauté/poêlé",171.4,28.0,0.0,0.0,6.6
"Veau, collier, braisé ou bouilli",233.2,34.9,53.9,0.0,10.4
"Veau, collier, cru",132.48,19.8,73.8,0.0,5.92
"Veau, côte, crue",189.3,18.3,68.9,0.0,12.9
"Veau, côte, grillée/poêlée",156.96,25.2,69.4,0.0,6.24
"Veau, épaule, braisée ou bouillie",218.86,36.4,55.9,0.0,8.14
"Veau, épaule, crue",124.47,20.7,74.9,0.0,4.63
"Veau, épaule, grillée/poêlée",165.93,27.6,66.5,0.0,6.17
"Veau, escalope panée, cuite",269.3,22.9,47.8,12.7,14.1
"Veau, escalope, crue",108.52,20.7,73.7,0.58,2.6
"Veau, escalope, cuite",146.5,31.0,65.0,0.0,2.5
"Veau, filet, cru",95.0,20.6,0.0,0.0,1.4
"Veau, filet, rôti/cuit au four",200.9,23.4,62.9,0.5,11.7
"Veau, jarret, braisé ou bouilli",207.47,37.4,56.7,0.0,6.43
"Veau, jarret, cru",118.14,21.3,75.4,0.0,3.66
"Veau, noix, crue",110.42,21.8,75.4,0.0,2.58
"Veau, noix, grillée/poêlée",147.36,29.1,67.2,0.0,3.44
"Veau, noix, rôtie",147.36,29.1,67.2,0.0,3.44
"Veau, pied, cru",184.4,19.1,0.0,0.0,12.0
"Veau, poitrine, crue",175.6,18.7,70.3,0.0,11.2
"Veau, rôti, cru",144.84,27.3,66.5,0.0,3.96
"Veau, rôti, cuit",142.91,28.1,67.0,0.0,3.39
"Veau, steak haché 15% MG, cru",207.8,18.2,0.0,0.0,15.0
"Veau, steak haché 20% MG, cru",243.9,16.7,0.0,0.4,19.5
"Veau, tête, bouillie/cuite à l'eau",186.6,21.0,0.0,0.0,11.4
"Veau, viande, cuite (aliment moyen)",162.01,29.2,65.0,0.03,5.01
"Vermicelle de riz, cuite, non salée",87.56,1.79,77.8,20.1,0.0
"Vermicelle de riz, sèche",360.76,7.44,9.5,80.5,1.0
"Vermicelle de soja, cuite, non salée",58.5,0.0,84.4,14.4,0.1
"Vermicelle de soja, sèche",340.06,0.0,13.1,84.7,0.14
Vermicelles multicolores,419.0,0.5,0.0,93.0,5.0
"Viande blanche, cuite (aliment moyen)",174.6,27.5,64.3,0.76,6.84
Viande cuite (aliment moyen),182.76,26.8,63.6,0.53,8.16
Viande des Grisons,207.07,38.9,49.5,0.56,5.47
Viande en sauce (aliment moyen),104.75,11.2,76.8,4.75,4.55
"Viande rouge, cuite (aliment moyen)",194.51,26.1,62.7,0.028,10.0
Viennoiserie (aliment moyen),374.36,7.64,22.4,49.5,16.2
Vin (aliment moyen),9.24,0.13,86.7,2.18,0.0
Vin blanc 11°,10.6,0.07,87.5,2.58,0.0
Vin blanc mousseux,6.0,0.1,88.4,1.4,0.0
Vin blanc mousseux aromatisé,21.2,0.2,0.0,5.1,0.0
Vin blanc sec 11°,0.68,0.0,0.0,0.17,0.0
Vin doux,42.48,0.12,73.1,10.5,0.0
Vin rosé 11°,6.4,0.2,88.9,1.4,0.0
Vin rouge 10°,0.8,0.2,0.0,0.0,0.0
Vin rouge 11°,4.42,0.075,88.1,1.03,0.0
Vin rouge 12°,6.66,0.085,88.1,1.58,0.0
Vin rouge 13°,1.2,0.1,89.1,0.2,0.0
Vinaigre,4.06,0.17,92.9,0.62,0.1
Vinaigre balsamique,105.72,0.63,70.3,25.8,0.0
Vinaigre de cidre,3.72,0.0,93.8,0.93,0.0
"Vivaneau, cru",94.06,20.5,78.0,0.0,1.34
"Vivaneau, cuit",120.68,26.3,71.7,0.0,1.72
Vodka,2.76,0.0,65.9,0.69,0.0
"Volaille, croquette panée ou nuggets",244.8,13.1,51.5,18.4,13.2
"Volaille, cuite (aliment moyen)",164.78,27.1,65.4,1.0,5.82
"Wakamé (Undaria pinnatifida), séchée ou déshydratée",101.79,14.1,8.54,5.7,2.51
"Wakamé atlantique (Alaria esculenta), séchée ou déshydratée",88.09,12.3,10.3,6.28,1.53
Whisky,6.28,0.0,63.7,1.57,0.0
Yakitori (brochettes japonaises grillées en sauce),170.82,26.0,58.8,9.28,3.3
"Yaourt à la grecque, au lait de brebis",71.88,5.33,85.7,4.99,3.4
"Yaourt à la grecque, nature",113.1,3.32,80.4,4.21,9.22
"Yaourt à la grecque, sur lit de fruits",131.82,2.48,75.2,16.3,6.3
"Yaourt au lait de chèvre, nature, 5% MG environ",79.08,5.72,88.7,2.8,5.0
Yaourt ou spécialité laitière nature (aliment moyen),56.1,4.15,87.6,3.71,2.74
Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),71.45,3.87,84.2,7.67,2.81
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)",86.86,3.44,79.9,12.2,2.7
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, 0% MG (aliment moyen)",46.77,4.34,86.2,7.17,0.081
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, avec édulcorants (aliment moyen)",46.77,4.34,86.2,7.17,0.081
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen)",95.08,3.35,78.9,13.4,3.12
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen)",94.59,3.35,78.9,13.3,3.11
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen)",95.13,3.28,79.2,13.1,3.29
"Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG",51.82,4.53,85.2,8.29,0.06
"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré",85.88,3.42,79.8,12.2,2.6
"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème",115.85,3.3,77.6,13.4,5.45
"Yaourt, lait fermenté ou spécialité laitière, aux céréales",90.63,3.64,74.1,11.3,3.43
"Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG",58.62,4.63,84.4,8.0,0.9
"Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré",131.01,3.75,73.1,16.2,5.69
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG",45.45,4.28,86.3,6.89,0.085
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",49.39,4.68,87.0,7.45,0.097
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré",92.84,3.61,77.8,14.2,2.4
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème",112.2,2.97,78.1,15.0,4.48
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D",90.95,3.45,78.9,14.0,2.35
"Yaourt, lait fermenté ou spécialité laitière, nature",53.77,4.12,87.9,3.54,2.57
"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG",36.26,4.82,88.9,4.1,0.064
"Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",90.16,3.83,85.7,4.85,6.16
"Yaourt, lait fermenté ou spécialité laitière, nature, sucré",81.47,3.48,80.2,12.5,1.95
Zeste d'orange confit,333.4,0.2,16.0,82.7,0.2
Soupe A01,31.78,0.8,0.0,6.74,0.18
tarte tropézienne,285.6,3.9,0.0,36.0,14.0
Mamie Nova crème caramel au beurre salé,153.1,2.3,0.0,20.0,7.1
Feuilleté mousse la laitière,230.0,5.0,0.0,21.0,14.0
Biscuit rose de Reims,392.2,8.4,0.0,82.0,3.4
Bouchées Lindor,623.6,4.9,0.0,43.0,48.0
Flan entremet,85.9,3.2,0.0,14.9,1.5
Gauffrettes fourées,523.3,7.5,0.0,61.0,27.7
flammekueche super u,231.2,8.1,0.0,24.5,11.2
Bottereau,382.2,6.3,0.0,42.0,21.0
Bastogne biscuits,482.8,4.7,0.0,71.0,20.0
crème d'asperge Knorr,26.68,0.6,0.0,4.0,0.92
Glace au café Extreme de Nestlé,171.4,1.8,0.0,24.4,7.4
Batonnet poisson frit Findus,250.0,11.0,0.0,20.0,14.0
Compote pomme abricot Andros,69.3,0.1,0.0,17.0,0.1
Frésubin Jucy Drink,154.0,5.0,0.0,33.5,0.0
Croissant U,432.25,8.5,0.0,51.75,21.25
Gâche Plaisir Patissier,377.0,7.5,0.0,53.0,15.0
Figatellu,339.4,15.0,0.0,0.1,31.0
Lonzo,222.3,38.6,0.0,0.1,7.5
Foie de veau,185.95,27.37,0.0,4.47,6.51
Purée Mousseline,61.0,2.0,0.0,11.9,0.6
Crème caramel Mont Blanc,128.7,2.9,0.0,21.4,3.5
Paille d'or Lu,362.7,4.2,0.0,84.0,1.1
Potage Svtlesses,19.7,0.7,0.0,4.0,0.1
Canderel,344.01,0.001,0.0,86.0,0.001
Jambon blanc Fleury Michon,104.8,21.0,0.0,0.7,2.0
Potage Svtlesses Légumes Verts,49.55,6.5,0.0,5.55,0.15
Quiche Lorraine U,259.8,9.8,0.0,20.5,15.4
